Actual Price,Predicted Price (Linear Regression)
278445,226885.8149979785
255270,336815.91917861253
188039,312321.03215724975
293936,396648.4708982967
265336,421822.45700313523
160992,175902.74072290957
150960,314698.23678549007
367053,304452.2165501006
208038,311813.321788311
471224,444625.93189143017
407174,395804.05788759515
199523,302336.9067632146
456331,342726.6616910733
329352,294229.6804291606
420440,306537.72348613665
183598,116343.92776050791
430090,405480.9651795253
1294113,467336.36457517
189033,295624.1894173771
150698,133652.61220562086
201103,184162.96323677897
239629,324445.7640273571
233163,299336.94951749593
523673,487387.9181774184
362157,280720.7562780902
121754,70578.36169490218
312668,286222.47818407044
131716,226419.92076636478
234464,335379.0392602496
451560,405849.28643708676
270980,210857.9372439012
214923,248929.0727197416
488299,421101.58998147026
273569,294360.66954195127
501604,553691.6157507375
241641,159682.12539089844
561529,465919.0076092705
486864,377222.4003667943
156131,220508.2101879008
257755,253139.13303514943
600835,478728.97925081477
258662,391630.00442634895
169414,380679.36598223075
98713,180713.03793665394
379377,329730.9108524583
258782,178633.48931979015
503646,510756.7498999275
287162,418004.01023130864
224613,314657.31959865615
167561,199029.32997155935
137025,258666.35441539064
115377,133385.16792538762
214554,277663.2440399118
579743,476223.352082178
127346,215451.2409858778
397157,479967.6285036653
138535,167971.71837024018
144954,171426.6751065515
393802,430175.2544539124
186697,335700.9585314132
513042,503694.70398838446
554546,360657.3121162839
755047,307020.042300608
124283,135841.25747066736
244239,200601.38752708584
158291,137822.66847614944
494430,378980.68212369084
275224,298258.77619256824
156797,131782.65483556688
126333,322640.74647467583
239733,349593.67806430906
253536,253065.068639528
198252,279832.5369496122
295199,288501.20291930065
204594,200947.6808409132
257717,212564.000608854
224199,382331.0025438629
391718,388274.1485069543
339218,438816.52936437726
246813,140632.42180326208
218908,289586.9422848895
316973,299599.5292529538
242041,317819.63311195746
123844,125800.47506867349
260201,338153.1370992176
369722,431277.61598015577
397849,421828.15631885454
172141,171178.3799452372
165131,212374.656848941
53720,65274.78511992842
528639,464686.0562755801
112468,155667.54630824178
334896,313265.08708639443
255333,263279.27526980266
290461,275708.53132418543
428110,305210.09558993205
338033,295492.56790836155
177101,222101.9724540636
258267,339074.7463146113
254112,345824.6007166654
222469,193091.47955770046
415960,443191.41486747935
369869,346902.8341966793
361508,242660.12624535337
267725,374277.8697813302
188826,347154.30335939303
384975,420990.818746835
146988,238701.82943212613
198089,294718.46091053635
284387,329155.7365467027
159583,186056.6758051701
283381,383274.687659584
843239,544704.9670865275
431157,412639.2173565775
177921,297068.31584440917
137178,11666.31421212852
130416,238433.0275045894
125958,105449.77528156713
296892,287570.3511244841
490578,398337.69844072685
999384,577891.2685156502
560818,415260.6573073119
205592,268351.7544830479
233041,259293.96626022458
131408,247925.5593675524
224088,276383.1556867324
227204,262539.3073727079
393892,392408.54277354106
307214,229782.07565170154
290617,356169.622828383
537986,440692.3855628781
249511,209872.37627621368
213840,214447.33948900178
168661,313159.9506625086
108078,194062.59944118932
222176,409198.9696671963
288467,142631.41722372174
429222,355316.81597164646
224114,230615.64927203953
211152,205159.6159385927
251803,360899.82769963145
1313357,394302.5302909203
421117,335045.9906284362
405885,398063.4458136484
617956,436039.3080609627
246757,299871.46099847555
516319,634502.938250266
392849,356148.46762704477
206571,320460.19286683947
151665,257309.9737901315
662897,404283.1657196395
139011,198495.98608565703
175248,225329.04154316708
575996,468953.4765300825
225583,354043.20061058924
607906,433429.9262681864
190503,166569.13723989576
241557,310246.7798999846
247355,431861.2562030293
186023,229255.09648536518
119438,242517.92765586078
254676,243180.09273162484
239703,207429.59788315743
157410,139374.43027943
193360,81829.99832004681
173374,187509.97018908337
195246,177096.62181950733
176036,153053.896455504
470731,412964.9148513414
314011,351517.9463417791
258940,347151.99054421484
155694,391890.01357821
154406,136442.23205038905
245103,356162.4871013239
83590,-367689.5604675226
194486,260859.8175456412
221945,256456.84009294957
300654,446703.5744991042
204107,358101.5288330242
270369,212176.47817925364
277154,252826.17424022034
226856,279585.58132434264
350272,343462.7286925465
253596,332344.17312877625
460081,413584.973678045
190809,164670.10886201635
431207,333129.2983698547
514789,492616.0176092237
334216,350037.2569264099
183101,289900.5414911397
144010,230261.32760690153
336860,293837.2994528897
200308,288287.8377831727
227847,178528.26579581574
191249,194122.0143934749
274243,404349.1037931256
192610,344604.6343818903
412275,174177.97387709096
245034,305387.0422297977
97896,98020.95943391323
1025448,580639.648036778
169495,138848.05390990898
150547,137860.86448442563
411183,485840.04008512944
341717,324692.9137449376
221715,230982.19038233906
327054,356638.6494151503
106437,112827.06640850008
265515,245229.41540271416
432327,381209.5954375416
217711,231846.69573181123
297653,271445.3927608356
221353,141075.24049522355
348367,440982.7867052965
236133,396645.0044961609
188013,221356.85903704911
517488,411925.85328181833
83504,-377697.69746725634
90683,64856.52363148332
220863,284749.261833705
319393,343712.0451095328
572468,500905.66823563725
185201,143536.9305860214
371704,438506.1015118845
212536,265435.45410168543
402761,399306.1676468104
181910,379683.44729929045
241086,319909.10217902064
221962,349272.6883677058
217469,153960.54156400263
149010,226792.76475436985
403842,386988.07765903696
159023,169522.35352741927
158863,310735.67334610224
250410,443941.95137508214
129047,86740.79179277271
410924,441851.9419422634
502387,477147.33067152277
402781,365899.9048913717
465254,376949.7699468322
438896,651997.7080569752
358877,447683.11668513715
577117,450336.95093540475
235367,243892.9189883992
128245,172764.79334848747
383039,458739.1990705319
261856,310244.1162711568
215778,248166.35127649456
213660,179295.068624679
401811,439141.2664885856
413985,393183.01436726376
233489,343389.3670953773
225902,363183.1425709836
503809,352954.5092747025
241908,355049.8900999762
256016,393916.0806724243
261442,292785.9500399381
445016,598363.2287372015
164946,314226.696840886
321380,303568.90154221654
148176,294866.5759472698
449306,448498.5794555247
471861,503115.4401803389
183865,190347.33814179897
162695,235118.6173954457
121610,63685.05145742744
222306,273297.83758941665
369070,410903.72490144894
297181,412325.766376663
195066,261815.32619200274
122881,137147.07769294456
404889,388151.69838470593
411955,532594.7171729468
157722,109582.32977315784
225770,290363.2761718966
596494,426479.9796000831
177919,184778.34740744904
55001,11662.73956850171
475211,412345.677753184
146193,201065.591988571
396942,420423.0101859011
451186,378290.87628432736
302407,334018.1644922048
215387,322981.40363277495
808321,559812.2956665084
503545,506187.7255911194
186131,266185.6022148691
221971,244381.45806477964
299832,254562.16256646067
276866,280329.23191101477
201112,259307.5604800433
87439,8533.06064369157
283801,396839.9017420858
514738,383337.5882767625
341638,379945.09110826626
252174,402998.9810896814
491205,376696.5163652003
220311,347173.2317860909
271777,263765.2948574051
245067,322474.9644855112
261968,332011.62146671116
691362,409287.79173365235
313744,242695.68437665328
315709,346916.8061116822
422722,325060.8874684796
305423,233048.28610533848
190223,293461.45666057616
135645,168569.17088555172
201935,288941.75956886634
183066,133346.30211997405
116171,132155.7069478035
191210,284884.5027810298
289569,387095.2676127665
387993,451014.41207410395
403531,419323.8143597096
52412,65276.399856455624
154361,221267.02273906022
292148,231884.0175350979
134826,201727.63396499678
130506,145263.47752737254
157736,263601.38178062066
350230,341177.4881517254
410610,458136.7773543224
231593,351057.36980161443
252761,212760.53152148798
235541,273264.29811547697
326811,411160.5560051501
250979,311156.08451652154
267544,272391.1231499575
245128,294705.7219044082
332314,406868.8294679001
434610,436164.33605160564
424732,423978.7172298692
151334,366535.9647243358
213243,270698.07385697216
493877,390881.9189564474
250831,320440.6229137853
302371,259444.0609144345
210847,290992.58038309216
218199,363057.42664415017
231922,294270.32519424707
413405,496235.0319480449
646005,469428.543588914
135400,281412.46087504923
231587,232127.95065918192
269410,390492.24898220226
221309,293327.9962273054
183941,140726.20424879715
244146,322947.02030837163
409238,403563.56869574264
423456,335305.96320942044
352808,433585.6925356686
443140,431580.4414631538
210508,214015.83813801408
100767,63198.18921736255
139400,168238.14989734069
89194,141897.13048665598
235300,202332.65016744286
475442,473417.5110900067
183462,222011.3893971853
562740,430384.2243550606
261967,314647.0459306054
209504,259946.42763290927
494468,575420.9670103565
234730,314893.35295179486
1023157,648117.2818312421
200399,305226.3102355823
221817,348125.1117127612
305837,259568.37554739416
474370,288784.5233901888
274751,211587.09934658185
561445,460614.26674549654
277389,528884.3182548434
149918,261896.21988432482
206825,231895.59088442475
331103,368152.59653959423
284256,505841.4806128219
208458,145631.13015222177
129652,166000.36333592236
252230,285259.738538485
95134,61397.75798878819
503943,412289.95498269424
190484,346551.3178216778
376668,441989.4275614694
537787,403765.0647154972
112733,224418.19386431575
295859,404721.7171510905
598031,363499.4927077703
251091,260162.51721025258
190494,265509.8433677666
336980,403915.1206768565
199567,184242.0853266418
364997,515532.02797046676
366988,281092.8339045495
528035,445347.20989630744
297428,361270.81404137984
368343,447748.31456988305
142601,143129.48083535954
275148,271296.64729639515
202125,274641.45251221955
495497,490111.3387188837
968404,710522.8773761578
218542,295895.9609317146
118710,215365.95222188532
412383,375878.1248723194
168190,157566.8450051844
412029,293636.5098930001
162963,212072.51222753152
135743,202758.44297002628
197100,201750.2419846952
1189245,383715.73667498305
236204,336490.66351433843
490464,227015.34836742654
131532,246373.79756427184
297370,322109.8239295706
735096,412999.12874893844
254013,198219.68083715066
225589,316408.8869804889
158072,118826.96515221149
304015,252724.25616062433
223210,291443.8625109084
118022,97397.36836316437
240255,253494.19137607142
291280,443979.40514248237
213432,276821.053325139
208752,225188.01781463996
211658,374961.1933311969
220162,344891.3865365945
292880,411661.034122508
207936,193374.32465877756
482555,412440.90049028397
174161,254572.0553580597
304624,425233.45733430237
117034,128944.29345574975
323113,388905.2892309092
461068,452858.832233388
203424,302005.50965615734
1388037,450273.4310856052
159782,264762.3773441613
149543,146606.24115055427
116956,158938.18483633175
222725,272955.77349875495
376493,142406.62602909282
333820,277883.5330261849
170251,245319.6274118647
190404,309051.19068831205
227558,411495.48301376775
235702,415031.88661072776
166465,153311.48565015942
859593,560859.6258650981
196163,218249.02801809832
136629,258037.42626230046
250786,380843.04372194037
65025,77417.51812566817
674209,410256.31620274857
273159,197733.24964302778
161339,118843.11251748726
377545,432890.56687355787
123415,229779.93574547768
563206,451036.13185197115
137537,274860.53811692074
228084,266450.19813321903
193603,294525.2051610984
245454,208793.14686864242
723130,448377.20578242466
346353,354697.4252120815
140155,201304.5729946941
485434,438003.7039309554
290379,379178.1229582019
54769,63590.61492136121
227176,349836.7324323021
515687,437812.92809033394
308543,381059.78731824085
780423,432315.4634014107
324934,326342.7986318357
183476,293787.3842693679
84245,43123.94654370099
138050,259098.3081611097
713339,411075.77677545324
190486,222240.8174524717
666670,406748.0859510526
153591,222824.63144727796
171618,107702.84662258253
257977,312422.35242467
293114,272031.0369042419
142791,196264.3440202698
203464,200317.36995491385
1226681,393401.7843449153
251907,172780.69487437233
130118,338406.87961568683
254685,393214.31497421116
291548,412715.35767314583
270780,278921.6228848696
130069,199206.26696322858
58617,192893.70142255723
150106,155338.9038967453
366045,477995.94596689567
611487,407351.05254742876
622345,440889.08366407454
274016,314262.4504073076
485525,396802.9669805579
254539,273976.9963961579
384846,386822.50789904594
332222,369244.2390601076
242750,269585.9603669457
435951,393140.27605663985
257529,237357.2302702479
518054,237670.7673342377
222683,163322.66384668648
287902,300396.8813283816
833334,485963.7270388603
132156,112156.33632380515
205001,270913.6971949972
170871,101217.61476004869
896171,512191.3213162273
334510,446552.48404817656
330990,322145.082142856
295634,294097.64363451675
316547,428805.60144538805
183672,143246.27801100537
282996,360847.84817419946
298115,294182.6690782234
229652,289853.34679700807
1418032,463740.8343649283
961901,573529.4309660569
157244,174991.46614731103
163821,313576.7516200356
64137,31147.920999202877
130709,354629.3173830621
138440,260623.41508716717
256005,390686.75883582607
246078,234228.74425842613
332988,391459.45682326704
203406,228118.61874815077
297099,277494.98498311266
128285,145368.43540168554
388966,394001.36235747114
648359,673377.8935945332
312776,371296.3858449608
377756,368197.48015406355
225295,273628.59656565264
313482,296198.2325344309
163807,201821.71378392726
177553,113240.39656256884
402585,396106.9765255116
257322,252554.59841205925
354594,332474.9156438261
103960,131386.44792449847
498785,579898.1281950697
749337,423904.85834078863
250793,352511.23411238566
126502,294035.39162830263
274154,211162.72692609578
206501,252168.70413682982
312817,332230.21878406405
410646,424359.01880824193
336427,357618.86367421225
237514,214491.40574877337
610837,452322.28300280496
162004,247859.0285792537
115328,241773.5341165103
126776,139864.38163704798
188265,263211.6877083294
130061,260427.23632354662
188192,262434.90653559566
113511,116059.76893729344
194328,69419.13336684555
616322,469140.7031985596
935638,551430.9020629898
67351,44831.75158439949
137141,279054.53805082664
277882,266006.4390613735
165795,219300.6499959752
172649,310793.76698263735
409263,461754.4596509896
376687,351362.7157204598
359728,333919.68977349624
143046,133705.89851104096
572994,510358.0549086705
305556,348587.0775425248
211731,275283.824150607
519383,395920.9226843342
208941,189898.63264156505
146424,212402.48409507424
162101,402118.2900606282
480141,413141.06750674173
168771,313564.65486446023
287656,364886.45659814775
512596,338356.94968810305
129217,325637.3914234005
121858,338623.25431042165
398221,357174.35051446036
159293,285859.6556349471
252858,230960.95087280124
134136,258652.6408794187
62928,204297.5060972646
314411,225003.56102052703
52266,63958.774849716574
440624,419680.6577527374
633826,438193.0530534759
214493,251970.6040648073
196745,375124.35540537536
512588,467993.69827548414
190136,161442.40176194534
336239,405262.8027530387
256399,183095.1218899712
132780,306561.4381898828
218347,203453.1805331558
178311,215825.63619719446
171213,112318.19136263058
111828,83201.29017301649
126444,356279.57811454684
212126,245342.2946868539
242725,266195.8716883734
196500,260274.86754441634
476223,471865.71399252117
210530,325873.26490099356
191273,309267.56538304687
475935,381560.05850879103
322552,218429.0409554802
575350,461758.61581826955
365567,411977.5682261251
205285,148857.3737349026
147969,155586.73013957962
525124,409978.9467186481
104383,86843.13237538934
217190,249567.9425826855
446019,443586.8102843836
153199,64932.92804847285
136148,119199.40421427414
461109,376285.9746744819
540301,433941.2435519509
262076,329846.1757201627
261478,271642.8350038603
85464,65520.18034443632
160483,187656.9946572967
1003535,637782.1807285249
248005,296993.61969503015
159104,93524.86989590153
312461,268521.9861204475
448359,372071.4806963317
147576,145297.2838636525
367546,453513.07509227097
338702,442980.55624760315
405580,580817.4278248772
153527,22954.460981227458
108062,105081.28711153194
971985,545855.1455157846
578215,473357.3416207954
1347030,378405.43761889264
115601,259461.70863492787
424913,408567.7722731903
236007,158711.5701322481
141172,168422.47898897156
50416,49597.21924305707
247745,327102.7025722973
298411,236363.46106784046
353259,338807.15551219136
282820,261700.4262414761
326007,351628.2444242649
204006,173670.94704173505
291677,281277.2914737202
1042777,373186.60893391445
372362,446502.10413512215
367635,389453.17114790156
226855,291773.2687625922
278194,215911.1167571582
187219,320668.55614892393
486673,207072.27444682643
329443,339635.5455335155
423298,408469.59606537595
233579,276155.85819768906
262814,370300.53552487865
153902,146995.87618629634
742878,488285.1481858231
320612,242812.75821663067
238239,229688.53848883882
239115,256117.545177415
159227,217892.90560485795
685330,459240.48120522127
129701,325752.0377168767
145136,205227.60887257755
854798,727916.4868079871
207632,290569.5085293837
141645,146590.50109623373
289615,263605.4993596412
277156,233555.05447511375
238330,227890.88201005384
282066,254343.01901366934
204766,230616.0095624812
513342,433804.4593459591
340684,265258.0702204555
262525,374430.19688826427
161409,399167.139286343
394039,373990.99969416857
359263,343674.69763524085
175171,220569.43604075536
253301,253187.78861564398
129887,64956.59662530199
542726,433281.5964717902
821510,327807.37550628185
315083,325022.3434808217
1288940,470051.5119708553
248904,328583.1757888645
236930,133481.2606614828
135960,193460.26230737567
292817,294197.1273112111
178696,231660.55876412615
350559,301810.03702011704
124654,195162.2128314413
225156,384556.05875294283
347485,425089.16309764236
318602,313472.12130795047
1116111,644184.9859648868
188404,223488.8480510339
233303,259496.75660450757
158760,138130.4891157709
399157,453249.1076336801
769724,485479.28431367874
429187,407971.92425107956
493882,441048.13299340755
253406,243033.6935809031
132784,125908.66241603717
318631,350742.87280840427
584059,397528.20533777773
419564,335446.44528734684
273062,183952.54698626697
226108,283490.30078585446
122676,213770.5925323516
357548,379077.9775927998
251482,378612.73457301036
169085,219925.17101494223
304805,377075.9812719263
317282,295017.7914500199
194961,404861.6310003698
396155,503138.04649172723
426901,583644.2629776411
440513,382299.4506591633
294598,333502.9216626026
208760,311330.49379965663
746424,416806.8189659938
215626,252280.42409065738
599841,244222.25083217025
246541,229196.04384784028
122858,107870.26533684507
225214,309409.14933530614
581267,453202.4825290516
577904,500821.70193618536
192032,243602.74482253194
266619,212546.6105475314
321365,377060.8065126799
326113,290617.05979374796
164769,426668.3117231317
80779,49563.73903273791
196235,343608.1583294086
474164,354291.41918509454
264568,305239.2822025493
144956,199988.52602254972
78652,48134.697205577046
654186,407440.47998730466
194251,255578.82814109325
284501,224464.88371162862
424992,343110.7231751159
135039,151142.73033583537
60084,30432.64294828102
253130,314304.4335570298
473105,395148.3188385628
408519,394907.48281116784
538073,428698.72721552476
250917,314480.6883467771
115579,140207.49996380508
232658,162321.4945491776
310377,273154.6111792326
202193,338617.00772176683
210958,200805.2782467939
65725,65168.71440604702
783266,794771.1570754051
510867,477808.0805426799
193764,256164.96844541654
400317,532612.4792747535
682454,403248.58403613046
253138,403028.04634718597
454547,425424.16004867107
263623,366179.4976856299
158252,310000.9682259187
440152,407707.00121917203
468323,377008.5778034739
70796,57976.67791092023
193388,245027.07847340778
130275,214774.66638069972
290683,305924.7376530655
161520,109360.18468609825
137857,230984.72957138717
362899,381207.1229174994
158609,148311.36095317826
374293,398884.2684965171
124910,323117.0937503986
206133,214129.19724651426
247731,473377.11047822237
191141,310352.66832977533
262124,178594.73564312235
193285,217764.6070597358
134036,151802.99219987914
249505,180577.88802993298
203092,200212.80760217458
202101,201047.65903731436
486032,289938.1661463715
254094,322099.5219176598
111484,78943.80247149244
268338,439810.8049863316
345869,277254.037717931
832753,301352.83923546225
408048,501220.04409588873
718071,523257.68059675395
454476,218045.9285750948
221299,211074.35397015512
352069,387413.0053876862
210108,161345.69300450757
423063,445075.51918730885
383529,279022.4178642072
321773,289965.13095225394
275403,220266.3598923087
285833,388582.6533471979
169491,118904.4725055471
333002,417326.25601297244
527115,469422.1171780601
725991,520585.34004417807
373762,411921.1879159771
229497,363904.85237799585
111439,112181.98041450232
111194,115603.60224965587
82883,218092.73556975275
339898,240426.85856002197
247676,337248.791058287
463525,485716.64276736975
102517,45979.32828421146
974047,516064.5383892879
201927,228871.715703208
349363,285671.1816172078
394918,296816.37553102896
178226,138298.88636006042
188933,231789.77020335197
313280,295326.21701024845
313753,266778.00536988676
137629,70263.81131971255
509498,484107.45576183125
238453,215363.96808526665
434521,177836.3064070195
453351,442345.47644977644
487049,466461.66139058024
267690,362619.17345920205
196011,176370.05845265463
236037,285405.9963650964
485291,398951.4555564709
249309,328357.11267496273
149701,193736.448350586
205540,249977.18931300193
165963,186579.60993295535
290594,527296.2278830819
220127,292672.85810640827
74763,46798.50067534298
427036,321536.6635351181
164731,377417.75882092863
183344,286118.2050219625
483847,401471.98021824285
212109,295338.60701612756
244410,337360.7912394181
327256,359201.7972274162
736963,450088.75633410364
120919,119456.30465280265
301924,339420.34400494397
299721,245031.1238897331
420346,378314.7862246521
301400,320706.6194914542
592506,465919.54857996106
136864,259669.92489197478
165825,185850.48672787473
290390,278031.07751036435
98962,5607.8457511514425
