area,average_price,houses_sold,no_of_crimes,year,median_salary,population_size,number_of_jobs,area_size,no_of_houses,area_encoded
city of london,91449,17.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,82203,7.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,79121,14.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,77101,7.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,84409,10.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,94901,17.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,110128,13.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,112329,14.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,104473,17.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,108038,14.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,117636,11.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,127232,18.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,108999,17.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,93357,10.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,93707,17.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,120543,14.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,112050,19.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,114226,28.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,97547,30.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,114179,25.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,108138,32.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,98934,33.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,99707,31.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,106427,26.0,2132.0,1996,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,116343,22.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,111142,37.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,107488,70.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,108480,19.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,115453,12.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,118317,21.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,117034,26.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,113585,9.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,115159,22.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,121251,22.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,131074,18.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,130035,37.0,2132.0,1997,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,124382,48.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,143829,43.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,156508,39.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,163403,28.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,143625,30.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,132251,32.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,140377,17.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,148993,34.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,152807,40.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,162020,42.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,152387,23.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,155801,48.0,2132.0,1998,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,149143,41.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,164545,31.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,174586,53.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,191157,28.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,191081,35.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,185993,63.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,164056,42.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,160905,58.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,166193,30.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,163490,29.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,175143,29.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,169309,97.0,2132.0,1999,28596.5,270418.0,137000.0,4323.0,102402.0,6
city of london,173738,24.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,174152,55.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,178339,48.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,183101,58.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,175041,38.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,198191,60.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,214852,33.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,221952,22.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,223175,20.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,245062,19.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,321773,18.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,314772,33.0,2132.0,2000,34903.0,7014.0,361000.0,4323.0,102402.0,6
city of london,284262,24.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,198137,37.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,189033,44.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,205494,38.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,223459,30.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,242435,36.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,230700,40.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,231632,30.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,229806,30.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,263887,26.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,346458,15.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,362204,17.0,0.0,2001,39104.0,7359.0,339000.0,315.0,5009.0,6
city of london,344239,30.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,284015,12.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,253697,47.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,245313,31.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,227281,30.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,253130,25.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,262428,26.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,274016,51.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,277047,49.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,271941,19.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,280283,28.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,262197,44.0,0.0,2002,39750.0,7280.0,344000.0,315.0,5117.0,6
city of london,261645,32.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,263992,20.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,291969,31.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,295174,30.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,284860,38.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,267208,84.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,260204,48.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,245449,46.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,243184,38.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,252980,33.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,277515,42.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,305556,38.0,0.0,2003,41795.0,7115.0,344000.0,315.0,5126.0,6
city of london,326913,98.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,301092,16.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,272731,20.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,269514,25.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,280062,22.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,297421,38.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,298293,34.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,307094,46.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,305126,27.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,289912,24.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,333075,13.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,331161,14.0,0.0,2004,43347.0,7118.0,332000.0,315.0,5263.0,6
city of london,330363,17.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,288867,18.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,304851,18.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,317398,32.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,311442,20.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,282866,33.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,283641,29.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,305351,26.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,310906,37.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,338837,14.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,327256,29.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,339626,30.0,0.0,2005,45000.0,7131.0,343000.0,315.0,5374.0,6
city of london,316121,19.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,323653,17.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,325106,28.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,319580,24.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,313126,22.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,304977,29.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,338307,25.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,358438,30.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,377545,24.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,365177,33.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,354438,21.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,365755,22.0,0.0,2006,46292.0,7254.0,337000.0,315.0,5374.0,6
city of london,360923,20.0,0.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,399437,25.0,7.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,403144,28.0,7.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,419005,22.0,7.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,411183,22.0,5.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,436079,19.0,10.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,467348,32.0,3.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,473887,27.0,8.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,463525,23.0,0.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,456422,19.0,0.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,450831,22.0,0.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,464277,11.0,0.0,2007,49955.0,7607.0,350000.0,315.0,5375.0,6
city of london,471861,16.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,453707,33.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,404849,6.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,382571,5.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,389733,29.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,420665,9.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,442352,11.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,472397,8.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,466082,6.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,440012,9.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,396155,2.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,387178,6.0,0.0,2008,50503.0,7429.0,348000.0,315.0,5421.0,6
city of london,400317,5.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,393361,6.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,399220,8.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,345338,9.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,373504,6.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,348751,18.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,379109,20.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,360545,20.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,391138,19.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,399867,19.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,397909,11.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,411955,16.0,0.0,2009,52092.0,7472.0,362000.0,315.0,5467.0,6
city of london,464436,20.0,0.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,490525,9.0,0.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,498241,15.0,0.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,458246,22.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,454928,21.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,428120,29.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,420234,24.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,442597,21.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,455290,20.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,456016,12.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,430305,12.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,445016,31.0,2132.0,2010,52271.0,7338.0,388000.0,315.0,5459.0,6
city of london,442413,16.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,504009,12.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,475353,19.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,516319,21.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,459477,28.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,466525,22.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,420435,19.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,421486,27.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,436019,25.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,450034,21.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,478809,21.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,496291,24.0,2132.0,2011,54381.0,7412.0,436000.0,315.0,5513.0,6
city of london,525723,11.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,510537,17.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,527408,9.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,524290,12.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,573532,12.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,542518,21.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,543037,16.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,496168,17.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,525971,15.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,521769,17.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,521448,22.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,491529,28.0,2132.0,2012,54000.0,7604.0,449000.0,315.0,5531.0,6
city of london,465451,16.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,499207,20.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,527874,18.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,590685,13.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,578037,31.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,662700,11.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,651116,29.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,645847,94.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,529619,104.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,527374,54.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,546793,22.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,615401,21.0,2132.0,2013,54202.0,7648.0,463000.0,315.0,5566.0,6
city of london,625001,26.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,648359,17.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,654629,36.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,665262,19.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,682663,22.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,697309,21.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,724282,15.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,761544,27.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,753704,18.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,763369,12.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,762735,39.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,773768,71.0,2132.0,2014,54710.0,8072.0,498000.0,315.0,6003.0,6
city of london,783667,37.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,760550,39.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,767207,35.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,729148,21.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,762815,24.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,776509,19.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,779097,17.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,760243,18.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,767464,35.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,781358,21.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,741727,11.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,713253,31.0,2132.0,2015,54034.0,8760.0,541000.0,315.0,6229.0,6
city of london,736788,15.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,765644,36.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,794754,35.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,805320,7.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,845579,9.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,907965,7.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,911827,7.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,848269,8.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,780527,8.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,792664,11.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,818663,16.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,811786,13.0,2132.0,2016,55487.0,9401.0,586000.0,315.0,6306.0,6
city of london,820305,11.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,820665,9.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,853943,18.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,906146,20.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,939912,21.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,930979,19.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,854798,20.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,847422,21.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,836674,29.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,818477,17.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,790159,14.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,778002,20.0,2132.0,2017,56295.0,7654.0,626000.0,315.0,6313.0,6
city of london,802129,34.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,783266,27.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,740799,19.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,732351,14.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,796399,19.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,789278,87.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,809697,32.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,784144,22.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,800875,40.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,802869,30.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,764207,31.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,811694,37.0,2132.0,2018,61203.0,8706.0,640000.0,315.0,6451.0,6
city of london,865636,10.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,894680,10.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,853616,14.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,738842,20.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,718773,7.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,743157,16.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,719871,13.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,777613,17.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,792034,11.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,827093,4.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,777610,5.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,734872,371.0,2132.0,2019,61636.0,270418.0,137000.0,4323.0,102402.0,6
city of london,775309,371.0,2132.0,2020,28596.5,270418.0,137000.0,4323.0,102402.0,6
barking and dagenham,50460,96.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,51086,95.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,51269,144.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,53134,109.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,53042,149.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,53700,148.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,52113,117.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
barking and dagenham,52232,150.0,2132.0,1995,28596.5,270418.0,137000.0,4323.0,102402.0,0
