Actual Price,Predicted Price (LR),Predicted Price (RF)
190486,222240.8174524717,190742.51
666670,406748.0859510526,645719.8
153591,222824.63144727796,159789.34
171618,107702.84662258253,163977.36
257977,312422.35242467,254042.14
293114,272031.0369042419,287324.54
142791,196264.3440202698,151525.0
203464,200317.36995491385,204387.45
1226681,393401.7843449153,1237325.8
251907,172780.69487437233,245267.85
130118,338406.87961568683,128196.69
254685,393214.31497421116,261057.5
291548,412715.35767314583,294425.07
270780,278921.6228848696,278707.56
130069,199206.26696322858,140195.07
58617,192893.70142255723,59030.61
150106,155338.9038967453,148659.01
366045,477995.94596689567,371428.84
611487,407351.05254742876,541474.14
622345,440889.08366407454,620845.1
274016,314262.4504073076,268525.7
485525,396802.9669805579,490813.67
254539,273976.9963961579,261936.49
384846,386822.50789904594,402223.4
332222,369244.2390601076,327195.23
242750,269585.9603669457,261533.01
435951,393140.27605663985,441397.38
257529,237357.2302702479,246445.88
518054,237670.7673342377,521521.69
222683,163322.66384668648,225915.66
287902,300396.8813283816,293871.85
833334,485963.7270388603,786624.41
132156,112156.33632380515,128968.01
205001,270913.6971949972,201197.73
170871,101217.61476004869,169661.79
896171,512191.3213162273,934555.69
334510,446552.48404817656,339025.88
330990,322145.082142856,324297.87
295634,294097.64363451675,295486.11
316547,428805.60144538805,325204.65
183672,143246.27801100537,189052.39
282996,360847.84817419946,275255.01
298115,294182.6690782234,301920.32
229652,289853.34679700807,227657.46
1418032,463740.8343649283,1304489.85
961901,573529.4309660569,1002343.51
157244,174991.46614731103,152177.81
163821,313576.7516200356,163110.9
64137,31147.920999202877,65991.18
130709,354629.3173830621,130394.27
138440,260623.41508716717,136185.17
256005,390686.75883582607,261410.83
246078,234228.74425842613,240354.77
332988,391459.45682326704,343378.43
203406,228118.61874815077,202170.02
297099,277494.98498311266,285090.21
128285,145368.43540168554,141638.76
388966,394001.36235747114,370435.97
648359,673377.8935945332,743317.19
312776,371296.3858449608,300639.97
377756,368197.48015406355,416321.46
225295,273628.59656565264,226910.71
313482,296198.2325344309,304082.12
163807,201821.71378392726,169007.98
177553,113240.39656256884,171489.6
402585,396106.9765255116,417409.44
257322,252554.59841205925,256744.14
354594,332474.9156438261,356606.88
103960,131386.44792449847,110365.77
498785,579898.1281950697,563875.95
749337,423904.85834078863,624442.93
250793,352511.23411238566,250687.4
126502,294035.39162830263,127152.95
274154,211162.72692609578,268558.26
206501,252168.70413682982,202648.21
312817,332230.21878406405,347401.95
410646,424359.01880824193,404894.99
336427,357618.86367421225,315698.76
237514,214491.40574877337,246667.82
610837,452322.28300280496,572618.64
162004,247859.0285792537,165536.27
115328,241773.5341165103,117377.68
126776,139864.38163704798,120587.53
188265,263211.6877083294,191348.53
130061,260427.23632354662,133835.28
188192,262434.90653559566,189297.74
113511,116059.76893729344,94669.51
194328,69419.13336684555,189882.92
616322,469140.7031985596,641274.08
935638,551430.9020629898,957594.68
67351,44831.75158439949,71927.49
137141,279054.53805082664,137388.82
277882,266006.4390613735,264967.67
165795,219300.6499959752,172761.64
172649,310793.76698263735,173511.73
409263,461754.4596509896,416322.38
376687,351362.7157204598,383681.22
359728,333919.68977349624,367944.69
143046,133705.89851104096,156075.285
572994,510358.0549086705,566832.54
305556,348587.0775425248,264461.17466666666
211731,275283.824150607,211212.41
519383,395920.9226843342,518511.25
208941,189898.63264156505,208433.03
146424,212402.48409507424,144244.99
162101,402118.2900606282,163090.9
480141,413141.06750674173,457688.54
168771,313564.65486446023,165944.08
287656,364886.45659814775,277332.69
512596,338356.94968810305,461297.38
129217,325637.3914234005,130289.12
121858,338623.25431042165,128335.46
398221,357174.35051446036,387947.3
159293,285859.6556349471,161921.53
252858,230960.95087280124,251422.35
134136,258652.6408794187,136097.13
62928,204297.5060972646,73501.72
314411,225003.56102052703,300105.9
52266,63958.774849716574,54566.01
440624,419680.6577527374,420952.98
633826,438193.0530534759,621972.07
214493,251970.6040648073,216764.18
196745,375124.35540537536,206861.34
512588,467993.69827548414,523178.09
190136,161442.40176194534,190225.57
336239,405262.8027530387,338881.45
256399,183095.1218899712,266485.84
132780,306561.4381898828,143863.37
218347,203453.1805331558,216349.13
178311,215825.63619719446,189316.63
171213,112318.19136263058,165432.24
111828,83201.29017301649,111729.86
126444,356279.57811454684,155971.1
212126,245342.2946868539,199782.6
242725,266195.8716883734,231429.49
196500,260274.86754441634,198164.58
476223,471865.71399252117,491159.83
210530,325873.26490099356,210738.55
191273,309267.56538304687,193711.21
475935,381560.05850879103,457657.86
322552,218429.0409554802,290761.06
575350,461758.61581826955,590018.16
365567,411977.5682261251,371615.97
205285,148857.3737349026,203710.52
147969,155586.73013957962,151063.19
525124,409978.9467186481,531278.73
104383,86843.13237538934,113558.89
217190,249567.9425826855,216915.47
446019,443586.8102843836,430335.2
153199,64932.92804847285,154219.95
136148,119199.40421427414,127445.59
461109,376285.9746744819,455030.44
540301,433941.2435519509,560270.41
262076,329846.1757201627,264437.99
261478,271642.8350038603,274805.26
85464,65520.18034443632,95757.86
160483,187656.9946572967,156354.85
1003535,637782.1807285249,1032517.92
248005,296993.61969503015,239616.18
159104,93524.86989590153,148555.25
312461,268521.9861204475,309532.03
448359,372071.4806963317,466832.69
147576,145297.2838636525,149243.57
367546,453513.07509227097,374337.31
338702,442980.55624760315,337852.92
405580,580817.4278248772,417312.26
153527,22954.460981227458,148106.46
108062,105081.28711153194,104023.77333333332
971985,545855.1455157846,940245.72
578215,473357.3416207954,589062.91
1347030,378405.43761889264,1296130.23
115601,259461.70863492787,115727.73
424913,408567.7722731903,417890.59
236007,158711.5701322481,233066.68
141172,168422.47898897156,135675.89
50416,49597.21924305707,49982.08
247745,327102.7025722973,253693.07
298411,236363.46106784046,303065.04
353259,338807.15551219136,339546.18
282820,261700.4262414761,276740.38
326007,351628.2444242649,319146.73
204006,173670.94704173505,217900.72
291677,281277.2914737202,293643.75
1042777,373186.60893391445,971424.05
372362,446502.10413512215,355685.07
367635,389453.17114790156,363298.84
226855,291773.2687625922,222039.45
278194,215911.1167571582,276713.3
187219,320668.55614892393,189177.29
486673,207072.27444682643,482203.69
329443,339635.5455335155,312607.0
423298,408469.59606537595,438289.07
233579,276155.85819768906,232989.36
262814,370300.53552487865,256387.44
153902,146995.87618629634,173827.67
742878,488285.1481858231,751768.45
320612,242812.75821663067,312856.78
238239,229688.53848883882,251788.59
239115,256117.545177415,242298.52
159227,217892.90560485795,157412.43
685330,459240.48120522127,691140.36
129701,325752.0377168767,130279.48
145136,205227.60887257755,145411.94
854798,727916.4868079871,853856.291619048
207632,290569.5085293837,204210.78
141645,146590.50109623373,133117.77
289615,263605.4993596412,305227.5
277156,233555.05447511375,295845.83
238330,227890.88201005384,238932.74
282066,254343.01901366934,282067.51
204766,230616.0095624812,203891.86
513342,433804.4593459591,537050.89
340684,265258.0702204555,344594.25
262525,374430.19688826427,267500.97
161409,399167.139286343,172995.77
394039,373990.99969416857,382457.43
359263,343674.69763524085,374328.54
175171,220569.43604075536,175584.47
253301,253187.78861564398,256739.75
129887,64956.59662530199,125580.29
542726,433281.5964717902,551907.88
821510,327807.37550628185,831020.36
315083,325022.3434808217,298051.12
1288940,470051.5119708553,574698.62
248904,328583.1757888645,248897.94
236930,133481.2606614828,212611.58
135960,193460.26230737567,135752.98
292817,294197.1273112111,278722.6
178696,231660.55876412615,177968.21
350559,301810.03702011704,354391.08
124654,195162.2128314413,128682.69
225156,384556.05875294283,220903.92
347485,425089.16309764236,355288.91
318602,313472.12130795047,321598.36
1116111,644184.9859648868,1071064.77
188404,223488.8480510339,183352.68
233303,259496.75660450757,233761.39
158760,138130.4891157709,162584.54
399157,453249.1076336801,403432.89
769724,485479.28431367874,774523.14
429187,407971.92425107956,433825.64
493882,441048.13299340755,490916.2
253406,243033.6935809031,257522.72
132784,125908.66241603717,116582.74
318631,350742.87280840427,323218.37
584059,397528.20533777773,569698.99
419564,335446.44528734684,426368.84
273062,183952.54698626697,268424.8
226108,283490.30078585446,226380.1
122676,213770.5925323516,123390.66
357548,379077.9775927998,356133.93
251482,378612.73457301036,253796.37
169085,219925.17101494223,167155.46
304805,377075.9812719263,310648.37
317282,295017.7914500199,306802.8
194961,404861.6310003698,194218.6
396155,503138.04649172723,400472.838
426901,583644.2629776411,425408.11
440513,382299.4506591633,449393.68
294598,333502.9216626026,290801.81
208760,311330.49379965663,208823.19
746424,416806.8189659938,715844.93
215626,252280.42409065738,213214.68
599841,244222.25083217025,612263.5
246541,229196.04384784028,254027.36
122858,107870.26533684507,141470.13
225214,309409.14933530614,228902.79
581267,453202.4825290516,573507.73
577904,500821.70193618536,576464.51
192032,243602.74482253194,192330.13
266619,212546.6105475314,271468.78
321365,377060.8065126799,309403.74
326113,290617.05979374796,320457.07
164769,426668.3117231317,232924.59
80779,49563.73903273791,77358.62
196235,343608.1583294086,196204.94
474164,354291.41918509454,490605.14
264568,305239.2822025493,265445.45
144956,199988.52602254972,145287.54
78652,48134.697205577046,77002.23
654186,407440.47998730466,646466.39
194251,255578.82814109325,198287.66
284501,224464.88371162862,291520.62
424992,343110.7231751159,426546.27
135039,151142.73033583537,145131.3
60084,30432.64294828102,61023.02
253130,314304.4335570298,273860.19
473105,395148.3188385628,464838.0
408519,394907.48281116784,430545.15
538073,428698.72721552476,523241.92
250917,314480.6883467771,255952.02
115579,140207.49996380508,122717.94
232658,162321.4945491776,230536.06
310377,273154.6111792326,333792.77
202193,338617.00772176683,204586.59
210958,200805.2782467939,209108.56
65725,65168.71440604702,67138.29
783266,794771.1570754051,793870.59
510867,477808.0805426799,518812.37
193764,256164.96844541654,191801.69
400317,532612.4792747535,381954.1565
682454,403248.58403613046,703410.14
253138,403028.04634718597,257441.87
454547,425424.16004867107,520066.83
263623,366179.4976856299,268585.15
158252,310000.9682259187,157332.16
440152,407707.00121917203,443493.25
468323,377008.5778034739,491602.64
70796,57976.67791092023,70895.92
193388,245027.07847340778,197995.19
130275,214774.66638069972,130452.27
290683,305924.7376530655,289343.75
161520,109360.18468609825,172942.89
137857,230984.72957138717,141051.16
362899,381207.1229174994,386842.13
158609,148311.36095317826,159999.74
374293,398884.2684965171,372403.86
124910,323117.0937503986,125549.44
206133,214129.19724651426,200429.99
247731,473377.11047822237,254398.38
191141,310352.66832977533,189420.4
262124,178594.73564312235,247731.57
193285,217764.6070597358,193735.18
134036,151802.99219987914,129946.42
249505,180577.88802993298,265421.38
203092,200212.80760217458,203184.05
202101,201047.65903731436,203140.25
486032,289938.1661463715,489764.58
254094,322099.5219176598,252052.69
111484,78943.80247149244,107718.16180952381
268338,439810.8049863316,281850.5
345869,277254.037717931,325003.41
832753,301352.83923546225,781498.45
408048,501220.04409588873,407200.95
718071,523257.68059675395,717280.38
454476,218045.9285750948,473699.76
221299,211074.35397015512,222561.85
352069,387413.0053876862,362697.48
210108,161345.69300450757,207473.91
423063,445075.51918730885,412902.74
383529,279022.4178642072,406163.8
321773,289965.13095225394,244322.45666666664
275403,220266.3598923087,265346.63
285833,388582.6533471979,291006.55
169491,118904.4725055471,169388.64
333002,417326.25601297244,337907.62
527115,469422.1171780601,517857.82
725991,520585.34004417807,714518.67
373762,411921.1879159771,371976.25
229497,363904.85237799585,232075.11
111439,112181.98041450232,114431.41
111194,115603.60224965587,113953.17
82883,218092.73556975275,80987.95
339898,240426.85856002197,352001.77
247676,337248.791058287,245993.39
463525,485716.64276736975,430282.38
102517,45979.32828421146,100772.02
974047,516064.5383892879,927706.79
201927,228871.715703208,182656.51
349363,285671.1816172078,346272.3
394918,296816.37553102896,368684.03
178226,138298.88636006042,187748.36
188933,231789.77020335197,190691.05
313280,295326.21701024845,305348.64
313753,266778.00536988676,310794.84
137629,70263.81131971255,151937.69
509498,484107.45576183125,509424.22
238453,215363.96808526665,243642.86
434521,177836.3064070195,422124.0
453351,442345.47644977644,444212.29
487049,466461.66139058024,528691.96
267690,362619.17345920205,286939.73
196011,176370.05845265463,192242.6
236037,285405.9963650964,232619.4
485291,398951.4555564709,494684.76
249309,328357.11267496273,248916.74
149701,193736.448350586,141190.22
205540,249977.18931300193,208696.8
165963,186579.60993295535,172000.93
290594,527296.2278830819,288197.01
220127,292672.85810640827,231133.22
74763,46798.50067534298,71491.78
427036,321536.6635351181,432564.13
164731,377417.75882092863,166768.57
183344,286118.2050219625,188961.45
483847,401471.98021824285,481102.82
212109,295338.60701612756,214018.28
244410,337360.7912394181,247027.01
327256,359201.7972274162,343881.63
736963,450088.75633410364,745387.23
120919,119456.30465280265,120515.17
301924,339420.34400494397,311910.42
299721,245031.1238897331,299753.12
420346,378314.7862246521,431104.64
301400,320706.6194914542,310897.94
592506,465919.54857996106,598652.79
136864,259669.92489197478,134616.19
165825,185850.48672787473,175357.01
290390,278031.07751036435,284665.75
98962,5607.8457511514425,117535.79
229195,340197.46260906756,233339.99
468164,203107.53749817237,449383.21
207741,260806.3154917732,205252.33
254952,195863.42080617696,257848.56
204974,392980.6806429811,208911.19
305692,415247.23449859023,300655.82
614424,457235.16914756596,607707.95
99677,97946.68155363202,98036.3
201935,269541.6666904576,190214.61
133662,191454.77776345238,132747.23
242921,208606.2329529822,246346.63
324518,394622.7256813608,321735.96
278181,310629.7891314849,280150.72
318371,323188.5486366488,296061.49
224778,149607.0085591823,224393.85
223175,289961.9014791995,239342.21666666665
301114,413759.3229303509,291143.26
770977,433668.39609216526,770342.91
279657,488376.1082594022,284232.92
196817,184298.60110512003,203444.65
272510,263319.06393557787,255314.34
261094,271409.8252050802,278122.69
478376,434009.57083103433,473683.67
253408,184911.70048382133,248951.78
226922,234993.25236109272,217039.25
326433,257775.85950726643,312959.81
124026,107003.15182137862,141872.91
425867,339168.84582798183,427345.09
189196,165278.96275413036,176347.01
166984,75721.20521375537,153487.53
136788,114250.64960044995,129483.38
175889,186004.98132805526,181010.9
224927,257642.91637043282,225201.72
328815,359219.1529242359,333417.12
173978,109465.69087648764,179129.3
259562,189170.2448402308,251347.8
223036,356673.1854361519,224217.48
143702,138535.7733873278,142015.04
187080,197743.65872772038,186195.14
106696,104973.09976416454,103527.92
375152,347318.2387727387,369215.54
448735,338766.494612474,431478.08
96820,230000.33804115653,105491.27
245040,193532.72848873213,247379.57
480902,474685.07926438376,478077.49
228005,365649.975691393,228479.13
755917,486458.4094673544,757492.36
243651,312584.9328256175,251005.6
243110,302684.61313728616,259672.91
244641,357107.8798523955,245123.71
309605,414011.29135423526,308305.32
523397,431892.6636618711,534716.26
165756,82299.31695736572,166193.79
120124,125352.44692613184,116976.49
75126,143011.75256354734,79542.68
128994,113961.35624846444,129893.33
402113,390859.0951814838,400255.44
258776,307885.75157528743,264462.99
197285,134033.40898302197,205146.09
228465,295271.79655937105,224885.3
153606,131185.13058254495,152711.92
429756,423371.9609335512,422634.99
444867,417482.24351566285,445115.73
532976,441022.4252704233,517227.84
217525,192523.60002771392,217503.07
335743,391033.16637990996,342575.07
297525,335026.48266145214,314666.47
140623,240360.54579405487,139241.47
516210,357115.6579047516,559995.09
241342,213654.26223546267,248504.36
485906,385581.88683393225,496163.26
728942,465523.4753795415,779845.39
174308,165873.18579638377,182291.06
235020,273589.2774459757,235038.91
516985,534751.6631314717,503958.73
317398,407202.00146258995,298451.4483333333
212264,220299.75785578787,215587.68
238188,328314.43110588565,240858.41
260233,306999.6233275719,259613.23
127679,337079.9497747794,130063.33
222754,276813.90726676956,226650.23
159642,130100.36239187047,162072.65
722627,527403.5389731899,675605.21
453365,450458.2684425898,450574.78
313346,421224.9546938464,325042.54
393946,490112.11508752406,398730.4
293277,271901.8579820134,290160.97
133265,333805.26409626007,133098.98
272609,304895.48102190346,273670.48
380185,415833.69743424654,356797.64
208885,189823.79956600443,212512.59
85242,5836.450642149895,94720.46
363507,453808.12161411345,366916.18
151841,154355.5293512754,149115.07
247602,354137.87542241067,238914.51
268663,308357.0054715909,269222.79
135047,169902.94325757027,137749.1
246980,243872.54902093112,248819.25
393128,404887.65264859796,398861.65
158760,38581.88109794259,149165.14
237428,230451.29488490894,240630.03
95918,137694.75633174926,88303.84
176913,217516.60157899559,186654.53
216463,141312.87770147622,211560.43
219026,296685.2886545919,220736.07
380159,437718.55713075027,389928.06
428806,386208.9400758147,412917.13
340673,352183.724360805,343795.45
469370,361813.1301785484,472722.68
234716,258852.7077929899,237879.08
227413,236696.68968602642,223939.37
262924,365229.40046774596,259350.93
174037,191471.0603762865,166919.02
845614,331511.4516488984,830014.07
363898,435863.0999805629,365793.19
429418,434876.5346952826,433392.31
645971,576159.1284628697,608891.61
498162,399795.58900579065,489872.77
301760,319846.69227611274,303811.72
220136,347312.3700641431,224995.57
242107,227761.70308782533,239851.31
284984,296027.4573973194,280887.31
195389,121373.7201083079,198216.54
344219,269330.22084017843,329444.32
122669,309596.19358479977,123251.96
317197,201154.642243281,313970.07
1335351,388561.838431336,1316228.82
59514,193024.49508131295,59034.79
162290,72150.80032804608,155256.14
252344,387216.8908294402,261608.75
349603,337056.69398312643,346813.28
264412,317980.6147729121,250617.59
141824,264040.5899933353,144489.64
216699,257159.8858251311,214308.8
184884,393637.6292399876,428955.79
321415,252137.39528895915,311865.32
396608,404734.4927096665,396660.79
313126,432893.7963466123,356746.92
141335,82022.55298551917,142556.74
188469,281102.54270321503,198895.14
146049,182238.26307487115,161701.1
154960,215904.83165771887,155657.71
394381,367562.66368376836,398607.77
483395,380227.3505382389,509018.03
118194,259695.84543146566,116309.86
226810,343872.83575544134,229360.5
176279,196504.02608428523,171909.83
122781,166142.46015037596,127248.34
274815,280690.5485717654,273032.34
245088,209423.86415962875,247749.37
456422,485723.1017134823,403045.38333333336
266183,329593.0812813714,287525.53
541346,406573.0649032369,532893.2
533793,435123.04351440445,526389.08
465051,407853.8135523498,445754.72
385629,360472.1657064259,384090.66
347565,303303.0224819258,370069.49
503721,468289.0704751685,522802.97
328389,410778.92542785034,341482.64
261460,303757.65530066565,264713.63
152688,219261.44378757477,162037.14
352516,142519.65758604556,371936.07
291275,406590.1700020358,292165.86
291192,407550.09251283854,290875.34
390499,493727.7762426771,398812.06
1344464,362344.6695251167,1285826.96
150663,208720.88481153175,150504.47
140443,161516.88585237414,142174.99
282892,412688.2371485047,315272.27
251549,130018.89685914665,238525.35
319143,226488.08929659426,298474.97
504619,356785.75408144295,493472.67
167590,283812.1697176099,165705.92
128840,355042.6899341978,127761.89
273452,325961.3508637175,303159.93
236211,344169.04655191675,229063.13
374745,395237.1902842745,357360.21
132160,145382.96803043783,139180.47
380976,324958.64840472117,382011.26
179668,302351.4036113247,179022.44
318437,415938.9569649473,315255.05
776509,677976.0135736912,754296.7033333333
227851,169965.12161333486,240139.7
118370,34733.92015842348,116815.67
247630,317763.77060358226,251413.39
191720,225922.90529451892,195212.23
187426,231077.6713945605,190933.4
145116,156829.30571196973,143771.25
231632,295646.79572876915,232122.10759523814
285816,249302.68915786594,268116.5
209016,151559.89594985545,215492.54
281609,288088.02597510815,293216.28
641172,473638.85595813394,648372.0
266686,205513.87507629022,264459.12
410966,321264.7747878581,407338.39
187387,259149.06892052293,192455.49
215233,352655.29913046584,216624.55
491493,395703.558808092,488443.97
289911,138616.89437935874,270161.83
163947,188240.0199056454,174742.37
475530,447937.1152964458,470708.62
166865,312078.4926417768,166016.18
437028,377543.0960367769,450504.17
107284,85687.98442593217,105832.92
274299,267288.64509381726,258075.9
720064,471427.0343253128,765390.74
152595,171708.70678615198,157827.38
130826,191256.16517052427,132848.78
223951,274752.1031598486,222242.71
240260,290289.04690775275,253716.39
393294,359033.19359503314,388680.53
136418,244258.51977232844,136664.76
189132,133383.57490694523,196968.96
314051,325291.5963586159,313198.69
607614,505674.2130567767,603164.53
280501,232287.71255047992,299845.34
296041,302311.29919928685,285260.38
172955,306593.3164700344,174446.46
218947,307481.67448152974,221374.09
410397,455055.74034163356,403555.68
75939,74260.56105839089,80921.23
230185,218321.78792868927,233442.93
477958,231316.8105986938,504031.08
370139,312943.75217585266,354187.38
193666,248097.74972528964,200892.57
278128,196211.16513842344,271643.28
77026,91592.93360302597,81199.61
293678,325044.78720256686,299646.2
351132,295587.6738490984,321094.74
235364,157148.02484925836,235205.32
260893,187571.9967821613,250679.47
400387,437285.6618534513,362574.79
414254,445819.6744402312,413864.01
336843,364756.69766808674,357163.62
259868,268753.69158473983,275083.08
301769,333685.60106895864,302114.2
572398,465167.59148367494,555364.64
270345,264647.2318867259,263559.91
115161,274450.87596492097,115596.75
713365,524025.650492616,710425.12
181787,171612.54145270959,206867.23
117137,259552.13388048857,116154.2
430231,422201.3594234325,443645.14
181826,195532.19405415282,204746.42
228020,353081.8631729074,221446.69
462278,409806.7726566456,463320.19
310984,292134.03411379457,311488.7
445612,361675.0647637099,473913.24
525723,641771.0810187496,566434.0633333334
545516,502956.139525827,541532.05
663613,411594.89721573144,648586.27
133089,205742.47607352585,132265.98
410743,355557.69196486846,401535.25
315069,388292.77839077264,325912.55
220346,296548.3882324062,221114.51
347870,285199.36367378384,335969.23
153740,130022.88403929397,142215.23
235926,240198.24734859914,237790.74
249164,259250.2938901037,252809.74
128130,292163.9119925052,133014.5
320239,449398.9386514686,310849.17
203051,155639.00825532898,214358.37
925955,684596.0945827104,950304.49
54612,196241.05024482682,55770.21
70211,202036.87495825067,74008.11
187768,198412.8587587215,187813.09
228971,293560.11053936556,225687.39
448991,390794.6307189092,494188.64
1394421,418251.10440321267,1356922.25
309377,402911.5502463095,318400.21
432272,402004.3068340905,433949.89
272416,317500.29152239114,299876.99
150038,293960.70875513554,149551.96
553908,430361.90583922714,520211.08
121970,159202.6559169367,141588.42
246706,211963.4007953517,247670.98
439009,431042.748640541,431837.78
290221,371435.6595913395,297976.61
337626,412520.2156264074,384524.21
226229,252536.63351088762,233198.58
246955,413366.0905551426,242605.65
411017,417354.01838074625,417662.67
173738,289955.442533087,235171.28333333333
328421,216133.72797532007,315588.88
130619,168274.71427155286,137825.16
166798,326655.8657733537,157386.53
383888,392893.65309935436,373860.7
245870,293027.14446495473,247720.06
417893,425337.0452484563,417752.27
203088,208063.3501048498,205959.19
52419,12692.941473282874,55162.09
150552,105880.52424256876,141066.34
113298,68678.56432204321,119359.72
817464,555801.6796368435,853683.73
170565,204037.95587099716,183294.91
134008,290859.2048779838,134425.48
668546,307056.5038991049,645961.26
211745,311676.20465176925,208140.35
80698,71626.92578143626,78516.82
652264,549900.5211787783,649361.94
157757,74676.16709333658,155284.41
468584,394996.61102251336,440227.41
289574,366758.124198135,324628.28
278967,421507.3124435395,272136.06
131743,41496.63407468051,129548.26
859065,328484.24281493574,843820.66
219804,216221.01570593193,232349.44
139668,275755.6313243918,142840.81
294295,280902.2553108558,295903.38
336604,292266.7084840536,318116.47
535060,436693.9913671091,537948.29
235653,236366.33409067616,231143.71
264492,433769.96243071184,285679.65
315289,362980.57870260626,322628.54
273061,323338.5439470932,268383.15
355830,406452.2226859741,378371.12
215853,236543.15832907706,220272.05
233852,216354.06419242918,235159.37
257539,314921.92870727926,255616.59
178555,127772.10616802052,180692.75
77357,204670.51023520157,73052.88
158905,154056.63667618483,145500.29
189793,173928.47887182236,187288.88
190916,276810.39078967646,201199.4
267393,363404.0412030369,274918.8
410459,459324.51687646285,398369.51
762769,437579.4294470027,758811.55
332255,356275.7545585036,337985.86
145626,110320.19388503954,143582.11
200825,233221.1861762181,202295.19
402928,491675.77633686736,398552.29
245600,215181.5973546356,243697.02
184354,149884.85086033866,182643.03
312911,355232.3547669351,284721.13
469516,413853.84936922416,485774.75
466114,364932.26483179256,454803.87
105135,99052.12024464458,105302.11
200628,423661.87018213794,341373.08
295522,444810.0897096805,305845.59
164204,246660.3086686246,164569.29
322278,369902.9007679373,330734.03
272482,302043.4608578719,271154.04
117832,125481.62584836036,113617.5
350783,343782.3917232156,351548.37
160895,317173.7132784985,163128.81
128570,325659.9977347888,130292.06
204325,218972.51898488775,200932.81
323469,356114.9476764016,312795.63
178412,232955.5774594769,178307.64
397353,142598.7796759084,385626.49
351142,348143.09757550433,336898.63
61271,33040.44244078919,58641.62
288680,141859.67598149553,273386.35
190795,318941.9872364104,191553.3
284029,504755.1258009076,286167.1
371040,474962.4136551544,369869.84
418403,319853.49506250024,418352.81
242238,173676.90629757196,244260.98
220454,329483.56055925414,219067.71
1122471,365448.07855363935,1114284.08
258846,314741.06264382973,253912.39
373092,300235.66890544444,369771.27
228926,236485.42018170282,233995.06
472397,503128.3580725603,434191.405
258061,214350.06561297178,261221.17
322226,439551.57866256684,321066.33
359625,345275.5708905533,345917.52
271151,371966.1524400152,269051.87
172572,174080.1349974908,176320.7
126997,231800.91272080317,129245.73
667866,542529.247780446,656438.52
364624,445621.02195517346,367777.78
196204,330324.80033626035,193010.61
272049,344697.36610400304,272663.64
484647,290587.311997395,486046.11
147674,132104.6265442483,140359.83
116408,97043.74106356129,111715.38
262006,258848.27498617023,272938.01
142690,158777.75854493305,136829.58
566764,415079.8068161905,572045.3
168871,283440.7803162001,168401.15
147483,108842.70996203646,143569.13
249620,384536.8895720728,253191.55
979436,537079.6633793786,840725.83
426693,343704.9462173693,425092.55
292515,305598.1017127,294143.06
257111,212685.0344262533,257923.36
266373,180451.93858075887,261317.13
531315,493642.69864312187,516884.91
260017,303978.0001655519,256389.25
111665,201259.48014590144,98525.67
504332,511109.62754604593,502267.8
460121,415807.71256972477,391715.51
219389,140772.38793986663,211648.62
129642,326331.72813038155,130933.59
241601,321990.501274731,251817.3
200784,131183.46629958972,199556.14
1344311,425786.8208741434,1365531.95
309910,272924.7658355534,328576.38
379542,467949.0250882171,391228.42
123808,162991.2301628478,132364.01
137121,146003.7118549645,139763.07
431644,419826.9724057801,435780.92
277577,364002.75666218996,271033.2
353110,302476.9232061282,350718.56
261903,261959.76416344568,267215.87
279484,400099.49587392434,270986.97
163631,400997.66291029006,164844.39
185613,201809.04984134063,206377.58
335900,423473.15293776616,337973.61
262106,170131.5457305573,242234.15
122775,128410.20030319318,123142.03
429859,336510.7560840845,437508.67
437382,440696.74343675,448543.99
846354,545345.9037865847,855737.55
206206,242438.80271071196,214655.47
435061,403048.4677433558,431391.79
268249,225527.25725587457,277388.6
164849,74415.1052925624,160413.09
447423,434425.4092007838,418530.37
574962,459113.03756161034,562293.6
605763,385936.2923292555,599694.12
486068,467252.6440028101,485287.66
203917,315472.08671426773,203942.78
166075,157199.4761199765,161490.87
419732,329401.73344320804,415834.7
178969,245762.14537704363,179183.7
121318,139094.94649610296,122064.18
166303,91148.07313008606,164974.93
261645,348596.76596169174,276939.402
365400,499251.7968604639,376221.75
200544,326495.74645999447,212556.22
170834,112143.56386370584,179836.29
547196,475627.97557733953,538311.11
639200,438047.8416447453,647935.71
200141,183259.91361474246,198433.61
337575,364909.58321155235,337968.09
213422,321953.5894091837,210336.61
635376,520887.11657781154,623136.38
189355,196070.61641921476,188195.63
309069,320470.2386191152,308668.38
457791,443823.90561731905,438746.71
285106,368518.94246022403,275688.61
315910,440623.36691781133,337096.0
154459,172034.88356478512,157750.77
276014,329764.37851620466,284816.44
454415,659635.4238658138,441724.76
223029,321452.0582555011,222008.86
143597,199181.1577586122,146247.28
136369,260812.33926092833,136187.23
288682,325431.74169244245,280978.88
365096,509374.26716476306,366244.7
298161,338771.65895209834,299031.07
524989,477111.4000629261,512840.95
165737,131561.43593125045,171396.4
402955,396056.65853061527,393795.31
206847,203786.0900860317,205055.52
201181,133418.26165416092,200622.77
412002,372834.4977364242,430194.56
388829,461727.11235451326,397724.27
467441,210939.043457184,488924.22
258052,219499.59832799435,264763.18
251256,362051.7779580988,252864.56
361371,353049.71726762876,354281.9
269258,282678.4718024321,284166.68
75471,49193.964367859066,78621.99
138920,240773.91834518686,139093.07
381661,357303.33906823397,386413.41
479104,446053.0638528988,493469.71
157934,377571.60947069526,156726.08
497972,397436.23640295863,490161.6
