Actual Price,Predicted Price (LR),Predicted Price (RF)
199523,302336.9067632146,202749.38
456331,342726.6616910733,445742.6
329352,294229.6804291606,336282.73
420440,306537.72348613665,410748.93
183598,116343.92776050791,184094.64
430090,405480.9651795253,429666.16
1294113,467336.36457517,1209957.83
189033,295624.1894173771,224773.31
150698,133652.61220562086,151517.96500000003
201103,184162.96323677897,188931.29428571428
239629,324445.7640273571,237550.63
233163,299336.94951749593,225657.74
523673,487387.9181774184,520171.82
362157,280720.7562780902,368945.71
121754,70578.36169490218,126313.96
312668,286222.47818407044,305578.03
131716,226419.92076636478,130189.05
234464,335379.0392602496,231397.05
451560,405849.28643708676,434064.27
270980,210857.9372439012,273511.84
214923,248929.0727197416,217500.93
488299,421101.58998147026,487831.18
273569,294360.66954195127,297656.82
501604,553691.6157507375,501971.63
241641,159682.12539089844,239468.11
561529,465919.0076092705,541075.83
486864,377222.4003667943,488662.17
156131,220508.2101879008,155800.49
257755,253139.13303514943,253374.59
600835,478728.97925081477,598966.81
258662,391630.00442634895,266730.24
169414,380679.36598223075,175913.19333333336
98713,180713.03793665394,110186.04
379377,329730.9108524583,381589.82
258782,178633.48931979015,247420.57
503646,510756.7498999275,515401.49
287162,418004.01023130864,303474.55
224613,314657.31959865615,230929.47
167561,199029.32997155935,172743.55
137025,258666.35441539064,139084.62
115377,133385.16792538762,114375.99
214554,277663.2440399118,223582.08
579743,476223.352082178,594319.36
127346,215451.2409858778,128865.33
397157,479967.6285036653,393144.87
138535,167971.71837024018,138138.01
144954,171426.6751065515,138049.23
393802,430175.2544539124,396772.15
186697,335700.9585314132,197324.3
513042,503694.70398838446,505912.34
554546,360657.3121162839,597730.66
755047,307020.042300608,692404.48
124283,135841.25747066736,134688.08
244239,200601.38752708584,247290.04
158291,137822.66847614944,154371.24
494430,378980.68212369084,497372.09
275224,298258.77619256824,284428.33
156797,131782.65483556688,171441.21
126333,322640.74647467583,127812.0
239733,349593.67806430906,240108.37
253536,253065.068639528,256740.71
198252,279832.5369496122,201584.0
295199,288501.20291930065,284054.63
204594,200947.6808409132,203977.25
257717,212564.000608854,247002.24
224199,382331.0025438629,226707.84
391718,388274.1485069543,386412.41
339218,438816.52936437726,355986.47
246813,140632.42180326208,254920.67
218908,289586.9422848895,219334.93
316973,299599.5292529538,305889.76
242041,317819.63311195746,242105.68
123844,125800.47506867349,127838.35
260201,338153.1370992176,262650.96
369722,431277.61598015577,364820.63
397849,421828.15631885454,397422.22
172141,171178.3799452372,167430.25
165131,212374.656848941,172377.65
53720,65274.78511992842,51815.38
528639,464686.0562755801,524893.1
112468,155667.54630824178,103900.65
334896,313265.08708639443,326989.53
255333,263279.27526980266,271222.63
290461,275708.53132418543,312876.36
428110,305210.09558993205,426786.43
338033,295492.56790836155,326111.37
177101,222101.9724540636,189052.36
258267,339074.7463146113,252749.89
254112,345824.6007166654,257681.22
222469,193091.47955770046,218826.06
415960,443191.41486747935,410347.61
369869,346902.8341966793,370357.68
361508,242660.12624535337,360208.31
267725,374277.8697813302,268500.87
188826,347154.30335939303,191862.08
384975,420990.818746835,406325.78
146988,238701.82943212613,147923.7
198089,294718.46091053635,210353.11
284387,329155.7365467027,285185.39
159583,186056.6758051701,165408.34
283381,383274.687659584,286230.93
843239,544704.9670865275,840765.25
431157,412639.2173565775,432813.85
177921,297068.31584440917,179022.34
137178,11666.31421212852,135028.38
130416,238433.0275045894,123932.42
125958,105449.77528156713,135528.62
296892,287570.3511244841,298831.89
490578,398337.69844072685,494573.82
999384,577891.2685156502,1022760.86
560818,415260.6573073119,565995.52
205592,268351.7544830479,209478.31
233041,259293.96626022458,233763.75
131408,247925.5593675524,128809.22
224088,276383.1556867324,224457.55
227204,262539.3073727079,219393.42
393892,392408.54277354106,405121.22
307214,229782.07565170154,295256.59
290617,356169.622828383,302251.67
537986,440692.3855628781,536284.54
249511,209872.37627621368,250404.96
213840,214447.33948900178,213358.61
168661,313159.9506625086,166537.56
108078,194062.59944118932,105120.57
222176,409198.9696671963,219099.07
288467,142631.41722372174,274788.72
429222,355316.81597164646,417513.59
224114,230615.64927203953,222369.64
211152,205159.6159385927,215233.84
251803,360899.82769963145,239673.09
1313357,394302.5302909203,1299908.76
421117,335045.9906284362,425871.65
405885,398063.4458136484,395390.87
617956,436039.3080609627,612448.33
246757,299871.46099847555,245889.32
516319,634502.938250266,464053.32366666675
392849,356148.46762704477,401003.41
206571,320460.19286683947,200654.75
151665,257309.9737901315,151085.53
662897,404283.1657196395,649943.18
139011,198495.98608565703,149354.87
175248,225329.04154316708,174151.78
575996,468953.4765300825,582451.24
225583,354043.20061058924,226754.59
607906,433429.9262681864,603560.85
190503,166569.13723989576,172761.93
241557,310246.7798999846,236889.98
247355,431861.2562030293,403944.09
186023,229255.09648536518,194679.64
119438,242517.92765586078,116999.16
254676,243180.09273162484,257658.6
239703,207429.59788315743,232506.6
157410,139374.43027943,155864.44
193360,81829.99832004681,189882.92
173374,187509.97018908337,178800.42
195246,177096.62181950733,199968.08
176036,153053.896455504,177064.92
470731,412964.9148513414,484154.08
314011,351517.9463417791,321729.5
258940,347151.99054421484,258014.63
155694,391890.01357821,157540.64
154406,136442.23205038905,167329.05
245103,356162.4871013239,264286.22
83590,-367689.5604675226,80791.98
194486,260859.8175456412,193721.54
221945,256456.84009294957,215161.6
300654,446703.5744991042,309750.0
204107,358101.5288330242,208513.89
270369,212176.47817925364,270950.21
277154,252826.17424022034,277963.89
226856,279585.58132434264,232396.75
350272,343462.7286925465,342943.6
253596,332344.17312877625,257903.71
460081,413584.973678045,504768.99
190809,164670.10886201635,190189.07
431207,333129.2983698547,427967.46
514789,492616.0176092237,511025.04
334216,350037.2569264099,343867.93
183101,289900.5414911397,190132.19
144010,230261.32760690153,140688.77
336860,293837.2994528897,336282.73
200308,288287.8377831727,200139.77
227847,178528.26579581574,240853.88
191249,194122.0143934749,190081.97
274243,404349.1037931256,271950.3
192610,344604.6343818903,191896.78
412275,174177.97387709096,411022.59
245034,305387.0422297977,252242.41
97896,98020.95943391323,90099.56
1025448,580639.648036778,990074.62
169495,138848.05390990898,173098.02
150547,137860.86448442563,171134.49
411183,485840.04008512944,430809.9
341717,324692.9137449376,329153.61
221715,230982.19038233906,217717.68
327054,356638.6494151503,322513.85
106437,112827.06640850008,106797.54
265515,245229.41540271416,276193.17
432327,381209.5954375416,432285.13
217711,231846.69573181123,217774.54
297653,271445.3927608356,290976.3
221353,141075.24049522355,218997.05
348367,440982.7867052965,328868.85
236133,396645.0044961609,240268.04
188013,221356.85903704911,188073.58
517488,411925.85328181833,527690.9
83504,-377697.69746725634,81268.51
90683,64856.52363148332,97090.97
220863,284749.261833705,224549.62
319393,343712.0451095328,347525.34
572468,500905.66823563725,577870.98
185201,143536.9305860214,189150.46
371704,438506.1015118845,373801.0
212536,265435.45410168543,208688.48
402761,399306.1676468104,364479.41
181910,379683.44729929045,177724.8
241086,319909.10217902064,242076.09
221962,349272.6883677058,227793.16
217469,153960.54156400263,217480.54
149010,226792.76475436985,145766.26
403842,386988.07765903696,408963.18
159023,169522.35352741927,156703.95
158863,310735.67334610224,157143.34
250410,443941.95137508214,466626.91
129047,86740.79179277271,128080.32
410924,441851.9419422634,409958.98
502387,477147.33067152277,513490.31
402781,365899.9048913717,413105.59
465254,376949.7699468322,493993.05
438896,651997.7080569752,444915.55
358877,447683.11668513715,400977.69
577117,450336.95093540475,569120.8
235367,243892.9189883992,234678.8
128245,172764.79334848747,140585.21
383039,458739.1990705319,393793.09
261856,310244.1162711568,264458.13
215778,248166.35127649456,217577.86
213660,179295.068624679,242676.76
401811,439141.2664885856,423752.92
413985,393183.01436726376,426987.61
233489,343389.3670953773,232782.07
225902,363183.1425709836,221687.54
503809,352954.5092747025,505730.79
241908,355049.8900999762,265806.76
256016,393916.0806724243,261041.1
261442,292785.9500399381,261005.4
445016,598363.2287372015,433324.125
164946,314226.696840886,167343.65
321380,303568.90154221654,304952.37
148176,294866.5759472698,148878.85
449306,448498.5794555247,435233.91
471861,503115.4401803389,435323.6866666667
183865,190347.33814179897,175593.43
162695,235118.6173954457,164065.4
121610,63685.05145742744,126313.96
222306,273297.83758941665,222115.16
369070,410903.72490144894,375728.72
297181,412325.766376663,302709.27
195066,261815.32619200274,196836.7
122881,137147.07769294456,126165.45
404889,388151.69838470593,404168.07
411955,532594.7171729468,367036.2165
157722,109582.32977315784,157852.57
225770,290363.2761718966,228560.57
596494,426479.9796000831,602632.62
177919,184778.34740744904,173139.99
55001,11662.73956850171,55078.91
475211,412345.677753184,463108.63
146193,201065.591988571,148563.88
396942,420423.0101859011,394087.76
451186,378290.87628432736,465406.19
302407,334018.1644922048,290643.27
215387,322981.40363277495,220924.6
808321,559812.2956665084,842405.23
503545,506187.7255911194,505842.2
186131,266185.6022148691,182917.15
221971,244381.45806477964,225468.5
299832,254562.16256646067,293253.51
276866,280329.23191101477,263439.28
201112,259307.5604800433,202722.0
87439,8533.06064369157,94649.93
283801,396839.9017420858,271903.25
514738,383337.5882767625,514981.34
341638,379945.09110826626,350998.66
252174,402998.9810896814,255640.46
491205,376696.5163652003,494803.46
220311,347173.2317860909,227122.11
271777,263765.2948574051,259189.24
245067,322474.9644855112,251606.51
261968,332011.62146671116,255810.04
691362,409287.79173365235,722389.42
313744,242695.68437665328,303409.56
315709,346916.8061116822,347617.28
422722,325060.8874684796,422988.65
305423,233048.28610533848,286837.98
190223,293461.45666057616,179829.94
135645,168569.17088555172,138645.11
201935,288941.75956886634,201146.82
183066,133346.30211997405,192699.51
116171,132155.7069478035,122662.34
191210,284884.5027810298,194462.45
289569,387095.2676127665,292841.17
387993,451014.41207410395,384624.58
403531,419323.8143597096,401630.4
52412,65276.399856455624,51815.38
154361,221267.02273906022,155348.44
292148,231884.0175350979,292735.58
134826,201727.63396499678,139160.34
130506,145263.47752737254,141188.46
157736,263601.38178062066,159728.16
350230,341177.4881517254,334615.92
410610,458136.7773543224,416409.2
231593,351057.36980161443,233977.73
252761,212760.53152148798,258082.21
235541,273264.29811547697,234560.25
326811,411160.5560051501,341815.46
250979,311156.08451652154,257180.05
267544,272391.1231499575,278102.48
245128,294705.7219044082,239832.33
332314,406868.8294679001,334870.82
434610,436164.33605160564,429068.68
424732,423978.7172298692,414924.76
151334,366535.9647243358,150984.29
213243,270698.07385697216,223461.27
493877,390881.9189564474,511264.21
250831,320440.6229137853,250387.74
302371,259444.0609144345,280760.02
210847,290992.58038309216,200392.74
218199,363057.42664415017,223858.47
231922,294270.32519424707,231044.09
413405,496235.0319480449,406242.53
646005,469428.543588914,648775.56
135400,281412.46087504923,140167.04
231587,232127.95065918192,234436.23
269410,390492.24898220226,268000.97
221309,293327.9962273054,223306.24
183941,140726.20424879715,191292.49
244146,322947.02030837163,252934.25
409238,403563.56869574264,409814.74
423456,335305.96320942044,426368.84
352808,433585.6925356686,363133.19
443140,431580.4414631538,440404.44
210508,214015.83813801408,206008.58
100767,63198.18921736255,95919.57
139400,168238.14989734069,138573.5
89194,141897.13048665598,86311.91
235300,202332.65016744286,231197.91
475442,473417.5110900067,487280.27
183462,222011.3893971853,184551.52
562740,430384.2243550606,540433.37
261967,314647.0459306054,259771.11
209504,259946.42763290927,224401.23
494468,575420.9670103565,497372.35
234730,314893.35295179486,235060.89
1023157,648117.2818312421,981211.04
200399,305226.3102355823,199342.56
221817,348125.1117127612,225764.48
305837,259568.37554739416,302482.52
474370,288784.5233901888,458699.54
274751,211587.09934658185,271415.68
561445,460614.26674549654,560923.18
277389,528884.3182548434,285127.45
149918,261896.21988432482,148720.95
206825,231895.59088442475,204677.81
331103,368152.59653959423,330817.43
284256,505841.4806128219,285973.34
208458,145631.13015222177,206479.31
129652,166000.36333592236,131546.77
252230,285259.738538485,270700.08
95134,61397.75798878819,95377.71
503943,412289.95498269424,504018.03
190484,346551.3178216778,184829.54
376668,441989.4275614694,396622.33
537787,403765.0647154972,531752.3
112733,224418.19386431575,110024.44
295859,404721.7171510905,306169.56
598031,363499.4927077703,617580.27
251091,260162.51721025258,250195.6
190494,265509.8433677666,192023.72
336980,403915.1206768565,339897.69
199567,184242.0853266418,199245.85047619054
364997,515532.02797046676,369445.12
366988,281092.8339045495,371322.15
528035,445347.20989630744,505693.95
297428,361270.81404137984,288989.58
368343,447748.31456988305,381677.16
142601,143129.48083535954,141534.42
275148,271296.64729639515,267053.66
202125,274641.45251221955,200419.58
495497,490111.3387188837,511618.14
968404,710522.8773761578,849806.75
218542,295895.9609317146,220109.59
118710,215365.95222188532,117354.97
412383,375878.1248723194,426968.04
168190,157566.8450051844,164857.59
412029,293636.5098930001,387114.0
162963,212072.51222753152,179857.3
135743,202758.44297002628,134025.96
197100,201750.2419846952,203861.19
1189245,383715.73667498305,1150502.61
236204,336490.66351433843,232864.32
490464,227015.34836742654,500547.45
131532,246373.79756427184,130673.45
297370,322109.8239295706,303344.8
735096,412999.12874893844,720180.04
254013,198219.68083715066,246825.4
225589,316408.8869804889,228991.05
158072,118826.96515221149,167101.55
304015,252724.25616062433,294195.4
223210,291443.8625109084,222081.98
118022,97397.36836316437,114181.04
240255,253494.19137607142,243705.51
291280,443979.40514248237,291699.88
213432,276821.053325139,209904.51
208752,225188.01781463996,205590.84
211658,374961.1933311969,214658.48
220162,344891.3865365945,224203.53
292880,411661.034122508,292195.64
207936,193374.32465877756,199212.6
482555,412440.90049028397,473501.9
174161,254572.0553580597,175049.18
304624,425233.45733430237,303151.51
117034,128944.29345574975,122852.31
323113,388905.2892309092,315174.84
461068,452858.832233388,463566.32
203424,302005.50965615734,203721.08
1388037,450273.4310856052,1323556.21
159782,264762.3773441613,157594.46
149543,146606.24115055427,155034.36
116956,158938.18483633175,108233.45
222725,272955.77349875495,223588.01
376493,142406.62602909282,365094.72
333820,277883.5330261849,321818.55
170251,245319.6274118647,167291.35
190404,309051.19068831205,191314.51
227558,411495.48301376775,240384.83
235702,415031.88661072776,234900.86
166465,153311.48565015942,162701.95
859593,560859.6258650981,838332.21
196163,218249.02801809832,193506.42
136629,258037.42626230046,136567.74
250786,380843.04372194037,256125.32
65025,77417.51812566817,62869.87
674209,410256.31620274857,654590.63
273159,197733.24964302778,280539.69
161339,118843.11251748726,168942.38
377545,432890.56687355787,327895.3
123415,229779.93574547768,121295.86
563206,451036.13185197115,573157.39
137537,274860.53811692074,136549.28
228084,266450.19813321903,230808.53
193603,294525.2051610984,181549.05
245454,208793.14686864242,245889.37
723130,448377.20578242466,756608.18
346353,354697.4252120815,340340.1
140155,201304.5729946941,143599.75
485434,438003.7039309554,482906.53
290379,379178.1229582019,309666.0
54769,63590.61492136121,54349.17
227176,349836.7324323021,223403.83
515687,437812.92809033394,540582.88
308543,381059.78731824085,313056.76
780423,432315.4634014107,768083.83
324934,326342.7986318357,320495.05
183476,293787.3842693679,188760.91
84245,43123.94654370099,89199.34
138050,259098.3081611097,135416.27
713339,411075.77677545324,748257.3
